Id,comment,sentiment_score,sentiment_label,key_phrases,Instruction_Clarity,Instructor_Enthusiasm,Grading_Fairness,Content_Quality,Instructor_Accessibility
277557,"Took this class and studied my butt off..of course to no avail. I am convinced that he finds pleasure in knowing people struggle and fail. I would not take another Anatomy course from UVU. I have come to hate Anatomy and after taking Homan's 2320, I changed my major.",5,positive,"['fail anatomy course uvu come hate anatomy taking homan', 'fail anatomy course uvu come hate anatomy taking homan 2320', 'struggle fail anatomy course uvu come hate anatomy taking homan']",5,5,5,5,5
277557,Shively is awesome! Hands-down the best class I have ever taken. Super helpful and kind. Knows everything about the subject. Willing to help outside of class or answer any question without making you feel dumb. Work hard-get a good study partner. Study exactly what he tells you from the book. An A is totally possible!!,5,positive,"['shively awesome hands best class taken super helpful', 'shively awesome hands best class taken', 'shively awesome']",5,5,4,5,5
277557,"Dr. Shively is AWESOME!! Hands-down the best class I have ever taken. Requires A LOT to get an A, but it's worth it. Study exactly what he says-don't just memorize-understand it well enough to explain it to someone else. Get a good study partner and work like you've never worked and you'll get SO much out of it. One complaint-doesn't use Canvas!",5,positive,"['best class taken requires lot worth study', 'best class taken requires lot worth study exactly', 'best class taken requires lot worth study exactly says']",5,5,5,5,4
277557,"HORRIBLE teacher! I took this class via TV, so I was able to watch and rewatch the lectures. I took notes, attended every lecture, etc. The tests had very few things from class on them. I felt that attending class was pointless, because he went over things that weren't even kind of on the test. I felt like he was just trying to weed people out.",1,negative,"['horrible teacher took class', 'lecture tests things class felt attending class pointless went', 'lecture tests things class felt attending class pointless']",1,1,1,1,1
277557,"People whine and moan about this class, but that's because you have to WORK HARD in this class, and people are not committed, or they are too lazy.  This class has been accused of many things, but understand this:  It is the most rewarding class you will ever take, and will prepare you for your medical career, hands down.",5,positive,"['understand rewarding class prepare medical career', 'things understand rewarding class prepare medical career', 'lazy class accused things understand rewarding class prepare medical career']",5,5,4,5,5
277557,"NEVER EVER TAKE ANATOMY WITH Shively!! He plays guitar, but it doesn't apply to anatomy! In my opinion, he makes fun of the students and probably just wants money and business. The tests and the requirements that he pushed students to take are ridiculous!",2,negative,"['shively plays guitar doesn apply anatomy opinion makes fun students', 'anatomy shively plays guitar doesn apply anatomy opinion makes fun', 'anatomy shively plays guitar doesn apply anatomy opinion']",2,2,1,3,1
277557,This was the hardest and the most rewarding class you will ever take.  You can practically applied the material taught in class into reality.  Be motivated and dedicated to this class and an A is possible.  If you work for it you can get it.  Must love to read to understand to survive this class.,5,positive,"['hardest rewarding class practically applied material taught', 'hardest rewarding class practically', 'hardest rewarding class practically applied material']",5,5,4,5,5
277557,HARDEST class I have ever LOVED. Be 110% committed and you will get an A. Dr. Shively is more than willing to help if you just ask!,5,positive,"['hardest class loved 110 committed dr shively willing help just', 'hardest class loved 110 committed dr shively willing help', 'hardest class loved 110 committed dr shively willing']",5,5,4,5,5
277557,good teacher but the hardest class you will take,4,positive,"['good teacher hardest class', 'teacher hardest class', 'good teacher hardest']",4,4,3,4,4
277557,"This class is not an easy class.  Shively expects more than just memorization.  He wants students to think critically about the material.  Once you realize he expects more than memorization, it makes the class more bearable and interesting.  He's a good instructor, though not the most helpful one on one.",3,neutral,"['class shively expects just memorization wants students', 'class shively expects just memorization wants', 'class shively expects just memorization']",3,3,4,4,4
277557,"HArdest class you will ever take... That being said, also the most rewarding. Shively is the man! Great teacher, definetely teaches you to think things through. Combo of him and homan was best learning experience I have had at uvu. Dedicate EVERYTHING to this class, and an A is possible",5,positive,"['hardest class said rewarding shively man great teacher', 'hardest class said rewarding shively man great teacher definetely', 'hardest class said rewarding shively man great teacher definetely teaches']",5,5,4,5,5
277557,Shively's Anatomy is about the hardest class you can take at UVU. He is very good at explaining things and knows almost everything about the subject. His tests are very difficult due to the wording of his questions and the vast amount of information you need to know. He is willing to help if asked. If you want to know the subject well take it here.,4,positive,"['shively anatomy hardest class uvu good', 'shively anatomy hardest class uvu', 'shively anatomy hardest class uvu good explaining']",5,4,3,4,5
277557,"Shively is a nice guy but as a teacher he is misguided. He seems to have something against the health field (specifically nurses). Anyways, his tests are unclear with sometimes more than one answer possible but you have to pick Shively's choice. I got an A in the class (precurve) but regret taking the course with Shively - take it somewhere else",3,neutral,"['shively nice guy teacher misguided health field specifically', 'shively nice guy teacher misguided health field', 'shively nice guy teacher misguided health']",4,3,4,3,3
277557,"Shively is actually an awesome teacher, but demanding.  Study what he tells you to, but know it backwards and forwards.  Questions are tricky.  I earned an A w/o curve.  I know from friends grades that the curve is very generous.  This was my only class and I wasn't working, so it was my life.  It was hard, but I feel prepared for PA school.",4,positive,"['shively actually awesome teacher demanding study', 'shively actually awesome teacher demanding', 'shively actually awesome teacher demanding study tells']",4,5,4,4,4
277557,"If you've heard this is the hardest class you will take, you're right! But it will be the most rewarding class you will ever take. I'm in nursing school right now, and thanks to Shively i know my stuff forward and backward. I got an A with the curve but i dedicated my life to Anatomy! Good Luck, but be prepared to eat, sleep, breath Anatomy!",5,positive,"['heard hardest class right rewarding class nursing school right thanks', 'hardest class right rewarding class nursing school right thanks', 'heard hardest class right rewarding class nursing school']",5,4,5,5,5
277557,"DO NOT TAKE THIS CLASS FROM SHIVELY. His quizzes/midterm/final are ridiculous. He seems to get some kind of entertainment by seeing students squirm and struggle. Says certain things will be or won't be tested on and it was always he opposite. You have a better chance of doing well if you take Homan, or take it at BYU and live to tell the story!",1,negative,"['doing homan byu', 'tested opposite better chance doing homan byu live tell story', 'tested opposite better chance doing homan byu']",1,1,1,1,1
277557,"The trio of professors; Shively, Holman, and Bracken, shaped my love for human science. I am now a biomed engineering student which requires a rigorous attention to detail. Bracken helped teach how to think. Shively underlined the importance of being meticulous.  Holman instilled passion and taught me that med school is not the answer to everything",5,positive,"['shively underlined importance meticulous holman instilled passion taught med school', 'think shively underlined importance meticulous holman instilled passion taught med', 'importance meticulous holman instilled passion taught med school']",5,5,5,5,5
277557,Shively is a brilliant man... unfortunately he likes to wave that brilliance in students faces with the types of questions he asks on tests. Honestly the worst test giver i have ever heard of. if you take this class be ready to work your butt off and not score well. lab is great lecture is ridiculous.,1,negative,"['brilliance students faces types questions asks tests honestly worst', 'brilliance students faces types questions asks tests honestly worst test', 'shively brilliant man unfortunately likes wave brilliance students']",1,2,1,1,1
277557,If you have the choice... GET HOMAN. shively is funny but his tests and quizzes are ridiculous,2,negative,"['homan shively funny tests quizzes ridiculous', 'homan shively funny tests quizzes', 'choice homan shively funny tests quizzes ridiculous']",2,3,1,3,2
277557,"Dr. Shively has taught for so long that his lectures seem to be memorized, so everything on the tests is mentioned in class. However, that does not mean they are easy at all. The average was in the 30s. You will learn a lot, and if you study you should do fine. In a way his class tests more on ability to answer trick questions than on knowledge.",3,neutral,"['dr shively taught long lectures memorized tests', 'taught long lectures memorized tests mentioned class does mean easy', 'lectures memorized tests mentioned class does mean easy']",3,3,4,4,3
277557,"Read the book extensively.  Obj's, Q's @ back of book, and ask things in class.  Well above avg on quizzes, C on final and got A.  Dr. Shively is demanding, but thorough and kind. DO xtra credit!",4,positive,"['read book extensively obj book ask things class avg quizzes', 'book extensively obj book ask things class avg quizzes final', 'book ask things class avg quizzes final got dr shively']",4,4,4,4,4
277557,"This class is the hardest class that I have taken in college. It is available to those who are just trying to get their generals done but this class is so in depth that unless you are going into the medical field, DON'T DO IT! If you are just getting your Associates, take another class!!",5,positive,"['class hardest class taken college available just trying generals class', 'hardest class taken college available just trying generals class', 'class hardest class taken college available just trying generals']",5,5,4,5,5
277557,I took his online course and it was awful.  He offered us ZERO assistance and did not respond to one single email all semester.  I think it's unfair we can't review our exams to see what we missed and why.  He is harsh in his grading and likes to trick you on the quizzes and exams.  The high in our class was a 62% so he graded on a curve.,1,negative,"['online course awful offered zero assistance did respond single email', 'online course awful offered zero assistance did', 'single email semester think unfair review exams missed harsh grading']",1,1,1,1,2
277557,"Dr. Shively is amazing! The class is hard, but you get a lot out of it. I am hoping for an amazing curve so I can pass. Best day ever when he plays the guitar. He is laid back, easily approachable, just pay attention in class and don't chat. Get to know him, he is amazing! The class is really hard, but it will prepare you for an awesome career.",5,positive,"['dr shively amazing class', 'dr shively amazing class hard lot hoping amazing', 'dr shively amazing class hard']",5,5,5,5,5
277557,"Exacting and challenging course.  Avg quiz score 72%, studied like a religion, Dr. Shively is warm and helpful.  This class taught me I can do anything.  HARD but thorough.",5,positive,"['course avg quiz score 72 studied like religion dr shively', 'avg quiz score 72 studied like religion dr shively', 'avg quiz score 72 studied like religion dr shively warm']",5,5,4,5,5
277557,"Take this class elsewhere if you must have A. Shively good, nice person, but tests unreasonable..asks &#63; not in text of lec book.  I studied 50 hrs a wk and would get 55 avg...was prior A student in classes like gen chem/science at UVU. If you must take at UVU, take from Homan.  He seems gruff, but not and tests actually from text of lecture book.",3,neutral,"['wk 55 avg prior student classes like gen chem', 'hrs wk 55 avg prior student classes like gen chem', 'lec book studied 50 hrs wk 55 avg']",3,3,4,3,3
277557,"It's been a few yrs since I took this class, but b/c of this man I aced my med school Anatomy class. All the rumors that this is the hardest class you'll ever take are completely true. But that being said, med school anatomy was a cake walk after going through this class! So if you really planning on going into medicine, this is the class to take.",5,positive,"['hardest class ll completely true said med school anatomy', 'class man aced med school anatomy', 'took class man aced med school anatomy']",5,5,4,5,5
277557,"Dr. Shively is an excellent teacher- the fact that he and prof. Homan wrote their own books shows their commitment to their profession.  He is extremely knowledgeable and does a great job at pushing his students to truly think of solutions that we may face in our future.  Overall, read the book, do the practice questions- and learn how he asks Q's.",5,positive,"['dr shively excellent teacher', 'dr shively excellent teacher fact prof homan', 'dr shively excellent teacher fact prof']",5,5,5,5,5
277557,One of my faviorite teachers at UVU. I enjoyed his class even though it was difficult. Very helpful if you ask and make sure you take time to meet with him.,4,positive,"['teachers uvu enjoyed', 'teachers uvu enjoyed class', 'uvu enjoyed class difficult helpful ask make sure time meet']",4,4,4,4,5
277557,"VERY possible to do well in this class. Those who are complaining either don't know how to study or didn't put in enough time. The info is straightforward there's just a lot to learn. Doc will answer any question you have. Spent over an hour with me outside class answering questions. If your'e going into the medical field, take this class at UVU.",4,positive,"['answering questions going medical field class uvu', 'class answering questions going medical field class uvu', 'questions going medical field class uvu']",4,4,4,5,4
277557,"Many hate Dr. Shively but I really like him and the tests teach you to actually think. All tests from other teachers are a cinch after this. Work hard, don't fall behind or you'll never catch up. Expect to have no social life, live in the lab, read the text, always go to class, get into study groups! Read text before class and ask questions.",5,positive,"['hate dr shively really like tests teach actually think', 'hate dr shively really like tests teach actually think tests', 'hate dr shively really like tests teach actually']",5,5,4,5,4
277557,"The anatomy class was a complete joke, he puts these bogus statistics all over the classroom, A;s B;s C;s etc completely false, we actual corresponded with each other during summer check with each others grades completely bogus, They have been trying to get rid of him for a while, Homan is worse.",1,negative,"['grades completely bogus trying rid homan worse', 'grades completely bogus trying rid homan', 'check grades completely bogus trying rid homan worse']",1,1,1,1,2
277557,"To start off with, many people have succeeded with A's and B's in this course, even first timers. For Lab, show up, quiz others, quiz yourself, point things out, utilize STAs. For Lecture, go through outline, read chapter, and quiz yourself. Shively will help you out, he will hold study sessions for questions. Write them down, think, and ask him.",5,positive,"['stas lecture outline read chapter quiz shively help hold study', 'utilize stas lecture outline read chapter quiz shively help', 'utilize stas lecture outline read chapter quiz shively']",5,5,5,5,5
277557,"Difficult teacher. Difficult subject. This class seemed better suited for Med school rather than UVU. The curves aren't bad. I got C's on the midterm and final and got an A- overall. You will study your butt off, and get used to late nights, but it's possible to pass.",3,neutral,"['teacher difficult subject class better suited med school uvu curves', 'difficult subject class better suited med school uvu curves', 'difficult subject class better suited med school uvu curves aren']",3,3,4,3,3
277557,I was a straight A student. I studied every day. Once a week I stayed up ALL night studying. I got a B-. There was just too much material to cover and the lecture quizes are tricky even if &quot;Mr.&quot; shively disagrees. I'm embarrassed that I worked so hard and did so poorly. Thank you Mr. Shively,2,negative,"['lecture quizes tricky quot mr quot shively disagrees embarrassed worked', 'lecture quizes tricky quot mr quot shively disagrees embarrassed', 'cover lecture quizes tricky quot mr quot shively disagrees embarrassed']",2,2,1,2,2
277557,"How well you do in this class is a big indicator of what kind of person you are.  If you procrastinate, don't have basic study discipline, and if you just go through the motions--you will hate this professor, because he actually expects you to do something called work.  Welcome to college.",5,positive,"['procrastinate don basic study discipline just motions hate professor actually', 'procrastinate don basic study discipline just motions hate professor', 'person procrastinate don basic study discipline just motions hate professor']",5,5,5,5,5
277557,"Dr. Shively is smart, and his class (and tests) are HARD but you probably already heard. He's a good teacher who knows his stuff, buckle down and learn how to study or wuss out and go somewhere else for this class. My favorite day was when he brought in his guitar.",4,positive,"['dr shively smart class tests hard probably heard good teacher', 'dr shively smart class tests hard probably heard good', 'dr shively smart class']",4,4,3,5,4
277557,I worked very hard in this class. It required a lot of work for being an Intro class but felt like a higher level class. His tests were very tricky. I didn't like how he would ramble on and you didn't know what to study. Find a different professor!,3,neutral,"['intro class felt like higher level class tests tricky didn', 'intro class felt like higher level class tests tricky', 'work intro class felt like higher level class tests tricky']",3,3,2,3,3
277557,"This class is the hardest thing I have ever done. You will study the text till you can no longer read. But I don't regret it. If you put in the time to study for each quiz, you will learn the material. The tests are tricky because of the wording, so watch yourself and learn his tricks. Don't take this class somewhere else if you want to be medical.",5,positive,"['class hardest thing study text till longer read don regret', 'class hardest thing study text till longer read', 'class hardest thing study text']",5,5,4,5,5
277557,This teacher requires A LOT of your attention. He is a great teacher and knows his stuff really well. I enjoyed the class but you will have to dedicate almost all of your time to this class!,4,positive,"['lot attention great teacher knows stuff really enjoyed class dedicate', 'lot attention great teacher knows stuff really enjoyed class', 'attention great teacher knows stuff really enjoyed class dedicate']",4,5,4,4,4
277557,"At the end of this class you will have mastered critical thing as well as anatomy.  His tests and quizzes are the hardest I've taken, but you really know the stuff. IF you want to be good at your profession, take anatomy at UVU, if you just want to get a good grade then take it at slcc, and please don't be my doctor! In all, I do love anatomy now.",5,positive,"['class mastered critical thing anatomy tests quizzes hardest ve taken', 'class mastered critical thing anatomy tests quizzes hardest', 'class mastered critical thing anatomy tests']",5,5,4,5,5
277557,"One of my favorite professors, his classes are tough, so no easy grade.  I think if you really try you will find he has a lot to offer as an instructor.",5,positive,"['professors classes tough easy grade', 'professors classes tough easy', 'professors classes tough easy grade think really try lot']",5,5,5,5,5
277557,"Shively is the funniest professor I've ever had. He's excellent at explaining all the concepts clearly. His quizzes and tests are insanely hard, but he grades on a curve so it's easy to get a good grade. My only complaint is that I had no idea what my grade was til after the course ended. But anyone who says stay away just didn't work hard enough.",4,positive,"['shively funniest professor', 'shively funniest professor ve excellent', 'shively funniest professor ve']",5,4,4,5,4
277557,LITERALLY JUST STAY AWAY. TAKE IT FROM ANOTHER SCHOOL. I have always been a straight A student. I recieved a C+ in this class. I spent an average of 20+ hours in the lab a week and ten hours studying the lecture book. RUN AWAY NOW. DON'T WASTE YOUR TIME..,1,negative,"['just stay away school straight student', 'just stay away school straight student recieved class', 'literally just stay away school straight student recieved class']",1,1,1,1,1
277557,I don't even know where to begin. The quizzes and tests are so ridiculous. Studying does no good whatsoever. Usually the class average on a quiz is around 35-50%. Shively is definately better than the other teachers. This class is literally a joke.,1,negative,"['average quiz 35 50 shively definately better teachers class', 'usually class average quiz 35 50 shively definately better teachers', 'average quiz 35 50 shively definately better teachers class literally']",1,1,1,1,1
277557,"Dr. Shivley knows his stuff and helps you learn it as well, but when it comes to the tests you have a better chance of doing well if you dont even study. His quizzes are by far the most tricky I have ever seen. And the most difficult. Anatomy is a great class and Shivley is a good teacher but be prepared to work your butt of and to have NO LIFE oth",3,neutral,"['quizzes far tricky seen difficult anatomy great class shivley good', 'quizzes far tricky seen difficult anatomy great class shivley', 'study quizzes far tricky seen difficult anatomy great class shivley']",3,4,3,4,4
277557,"This is a VERY hard class. Definitely not an easy a. Shively is a hilarious teacher and explains things well. Of all the anatomy teachers, he's the best!",3,neutral,"['class definitely easy shively hilarious teacher explains things anatomy teachers', 'class definitely easy shively hilarious teacher explains things anatomy', 'definitely easy shively hilarious teacher explains things anatomy teachers best']",4,3,3,3,3
277557,"I took the Zool 1090 class on line, and quite frankly it was completely unorganized and unprofessional.  The downloads for the course rarely worked, so I would highly recommend just renting the dvd's.  The dvd's were informative and Dr. Shively is definitely an intelligent man, however it was impossible to contact him.  The course was horrible.",1,negative,"['took zool 1090 class', 'took zool 1090 class line quite frankly completely unorganized unprofessional', 'took zool 1090 class line']",2,1,1,1,1
277557,"this is an intense class, but you will learn your stuff. Treat this class like a full time job. Dr Shivley is brillent! he makes the best analogies, it really helped me in understanding certain processes. I highly highly recommend this professor!",5,positive,"['analogies really helped understanding certain processes highly highly recommend professor', 'class like time job dr shivley brillent makes best analogies', 'intense class learn stuff treat class like time job dr']",5,5,5,5,5
277557,"The expectations for this class are unreal. The test questions are very hard, & test you on how well you read them rather than the material. His lectures don't really prepare you, but the material in the textbook does. That being said, Dr. Shively is an extremely nice & helpful man. I would definitely recommend him over other lecture instructors.",4,positive,"['lectures don really prepare material textbook does said dr shively', 'really prepare material textbook does said dr shively extremely nice', 'dr shively extremely nice helpful man definitely recommend lecture']",4,4,3,4,5
277557,Very intelligent guy and knows his stuff well! Be sure to keep up in the reading and his study guide that he gives out and ask a lot of questions. Also ALWAYS check the answers you got wrong on quizzes. Sometimes there were things on the quiz that I had never heard of so it is good to go back and clarify with him. He also grades on a curve.,5,positive,"['intelligent guy knows stuff sure reading study guide', 'intelligent guy knows stuff sure reading study guide gives', 'intelligent guy knows stuff sure reading study guide gives ask']",5,5,5,5,4
277557,Very intelligent guy and knows his stuff well! Be sure to keep up in the reading and his study guide that he gives out and ask a lot of questions. Also ALWAYS check the answers you got wrong on quizzes. Sometimes there were things on the quiz that I had never heard of so it is good to go back and clarify with him. He also grades on a curve.,5,positive,"['intelligent guy knows stuff sure reading study guide', 'intelligent guy knows stuff sure reading study guide gives', 'intelligent guy knows stuff sure reading study guide gives ask']",5,5,5,5,4
277557,"Just about everything in lecture is right out of the textbook. Tests are extremely hard and tricky. He's not interested in teaching, just interested in complete memorization of his 1000 page text. Doesn't want right answers, want his answers. I would take this class at another university.",2,negative,"['lecture right textbook tests extremely', 'lecture right textbook tests extremely hard tricky interested teaching just', 'lecture right textbook tests extremely hard tricky interested teaching']",2,2,1,3,2
277557,"Dr Shively is great.  His tests are ridiculously hard, but you learn a lot.  READ THE TEXT!  I went to class everyday, but a lot of what he teaches is in the text and a good chunk of what he doesn't!  Know the questions at the end of the chapter!  Draw the pictures he draws in lecture.  He's funny, and easy to listen to.",4,positive,"['dr shively great tests ridiculously hard learn lot read', 'dr shively great tests ridiculously hard learn lot read text', 'dr shively great tests ridiculously hard learn lot']",4,5,4,5,4
277557,"He's funny and a good teacher you just have to pay attention and take notes, I rarely read the book and didn't always do too great on the quizzes but if you do well in lab you'll be fine it does take up quite a bit of time but its interesting",4,positive,"['rarely read book didn great quizzes lab ll fine', 'rarely read book didn great quizzes lab', 'rarely read book didn great quizzes lab ll fine does']",4,5,4,5,4
277557,"Plan on this class taking a lot of your time, you'll be studying all the time. I really enjoyed the class and feel that I learned so much. Go to the open labs, do all the homework, and study!!",5,positive,"['really enjoyed class feel learned open labs homework', 'really enjoyed class feel learned open labs homework study', 'time really enjoyed class feel learned open labs homework']",5,5,5,5,5
277557,He's boring and his tests are tricky and dumb.,2,negative,"['boring tests tricky dumb', 'boring tests', 'boring tests tricky']",2,1,2,2,2
277557,Shively is a really good teacher in that he knows his material. The class demands A LOT of time but its not hard to get a a good grade. just make sure to STUDY THE QUESTIONS IN THE BOOK! most times the test questions are exactly like them.,4,positive,"['shively really good teacher', 'shively really good teacher knows material', 'shively really good teacher knows material class']",4,4,3,4,4
277557,Anatomy has always been my favorite subject till I took this class. I took it as an elective. Shively's tests and quizzes do not coordinate with material covered in class or what is in the book. He seems to like to watch us all struggle and fail. This class was a complete waste of time-if it isn't absolutely required for your major- don't take it.,1,negative,"['anatomy favorite subject till took class took elective shively tests', 'anatomy favorite subject till took class took elective shively', 'anatomy favorite subject till took class']",1,1,1,1,1
277557,"The assigned textbook was completely useless, study off the one he wrote and you'll be setting the curve. I love this teacher, he knows so much! I'm taking another one of this classes next.",5,positive,"['assigned textbook completely useless study wrote ll setting curve', 'textbook completely useless study wrote ll setting curve', 'assigned textbook completely useless study wrote ll setting curve love']",5,5,5,4,5
277557,this class demands so much of your time! I did learn a ton about anatomy but the tests don't really have anything to do with that! I got above the class average every time but was still in the 40-60% range on all of them. If you attend class and study you will learn a ton but the tests and quizes are very overly difficult.,5,positive,"['learn ton anatomy tests don really got class average', 'learn ton anatomy tests don really got class', 'learn ton anatomy tests don really got class average time']",5,5,5,5,5
277557,"Doesn't prepare you for tests.  Hard test writer, often crude and offensive.",2,negative,"['doesn prepare tests hard test writer crude offensive', 'tests hard test writer crude offensive', 'prepare tests hard test writer crude offensive']",2,2,1,2,1
277557,"This class becomes your LIFE!! Plan on studying 24/7. I don't agree with his tests at all. I think he should test you more on what you study, not how well you can get into his mind. He is very tricky with his tests. Something is wrong when you fail a test and your happy cause you know its at least average. Something is wrong with that!",5,positive,"['class life plan studying 24 don agree tests think test', 'plan studying 24 don agree tests think', 'class life plan studying 24 don agree tests think']",5,5,5,5,5
277557,"If the same passion of the Prof was shared with his students, there would be better grades thus better ratings. A little overkill for an intro. I'm just bitter because I dont have 15-20hrs a week to study because of famil/work/school. I learned more practical stuff about Anatomy and Physiology in my Emt Basic and Intermediate classes.",3,neutral,"['prof shared students better grades better ratings little overkill intro', 'grades better ratings little overkill intro just', 'better grades better ratings little overkill intro just']",3,4,3,4,3
277557,"Dr. Shivley is awesome. He is difficult but it will prepare you for any health related course you plan on taking. STUDY, READ, GO TO OPEN LAB and You'll do fine. Take anatomy from him. All the people who give poor ratings just didn't put in the time.",5,positive,"['dr shivley awesome difficult prepare health related course', 'dr shivley awesome difficult prepare health related course plan taking', 'study read open lab ll fine anatomy people poor ratings']",5,5,5,5,5
277557,He thrives off of failing students and the on the midterm the high was a 62%!  All the quizzes and tests contain material not gone over in class or in the text.  DO NOT TAKE THIS CLASS FROM HIM!,1,negative,"['failing students midterm high 62 quizzes', 'failing students midterm high 62 quizzes tests', 'failing students midterm high 62 quizzes tests contain']",1,1,1,1,1
277557,"This class is very frustrating.  His tests are so hard that getting an &quot;F&quot; on a test is good.  That's a problem in my mind.  If you can't or aren't willing to put ALL your time into this class, then don't take it from him!  I have no problem in working hard and studying hard to succeed, but his class is beyond rediculous.  Don't take it from him.",2,negative,"['class frustrating tests hard', 'class frustrating tests hard getting', 'class frustrating tests hard getting quot quot test good']",2,2,1,2,2
277557,"Difficult, yes, but he tells you where test questions will come from--the questions in his book.  Know the answers to those questions and you will be fine.  Best professor I've had (I went to UVU and graduated at UofU).  I am more proud of doing well in this class than any other--it was the hardest class I had.",4,positive,"['questions fine best professor ve went uvu', 'know answers questions fine best professor ve went uvu', 'answers questions fine best professor ve went uvu']",4,4,3,4,4
277557,I have done a huge disservice to myself by not giving this class the time it requires to do well.  I have children and only arranged daycare for the time I was in lab and lecture.  I should have put them in all day and treated this summer class like a full time job.  Had I done this I would be a lot less stressed out.  Don't make my mistake!,5,positive,"['daycare time lab lecture day treated summer class', 'day treated summer class like time job lot stressed', 'daycare time lab lecture day treated summer class like']",5,5,5,5,5
277557,"I wanted an A and got one by having a study group, going to as many open labs as I could, reading the books, by not getting discouraged and staying motivated. Shively is always walking around school just waiting for students to bump into him and ask him a question. Hard class but worth it because you get a thorough tour of the human body!",4,positive,"['wanted got having study group going open labs reading', 'got having study group going open labs reading books', 'going open labs reading books getting discouraged staying motivated shively']",4,4,3,4,4
277557,"Plus- Shively is extremely knowledgable. He understands what he is talking about.He offers to help you outside of class. He can be quite hilarious at times.Minus- the test are indredibly hard and on top of that, Shively is always making mistakes so they have to be rekeyed.Students would learn more if tests were not so hard. Bonus- grades on a curve",4,positive,"['shively making mistakes rekeyed students learn tests hard bonus grades', 'shively making mistakes rekeyed students learn tests hard bonus', 'plus shively extremely']",5,4,4,5,5
277557,"This class is difficult, but I learned soooooo much. Shively's quizzes are really hard, but as long as you do as poorly as everyone else, you'll pass. I loved his lectures, even though I was scared to death the first week or so. Don't put things off in this class or you will be sorry. Shively is extremely smart and willing to help you out.",4,positive,"['shively quizzes really hard long poorly ll pass loved lectures', 'class difficult learned soooooo shively quizzes really', 'class difficult learned soooooo shively quizzes']",4,5,3,5,5
277557,"This class takes up your life!! Be prepared to wear around your under eye circles.. his quizzes are as obscure as his mind...he's very intelligent, but you have to think like he does during test time. he's hilarious and I made really good friends for the lab on this class.  I suggest to NEVER PROCRASTINATE in this class.",5,positive,"['does test time hilarious really good friends lab class suggest', 'does test time hilarious really good friends lab class', 'test time hilarious really good friends lab class suggest']",5,5,5,5,4
277557,"Hmm, will I have an &quot;A&quot; or a &quot;D&quot;&#63; A very common question among his students.          This class is extremely time consuming, and most times very frustrating. Don't let your score of 25% fool you, it might actually be the class high on a test. Very hard teacher, but rather entertaining. Take his classes with other EASY classes! or else!!",2,negative,"['score 25 fool actually class high test hard teacher entertaining', 'let score 25 fool actually class high test hard teacher', '25 fool actually class high test hard teacher entertaining']",2,2,2,2,2
277557,Don't let his relaxed in class attitude fool you! Yes his lectures are fun and he is entertaining- but his tests will rock your world if you haven't read EVERYTHING in the test! Curve is the only way people pass so stay on top of it!,3,neutral,"['class attitude fool yes lectures fun entertaining tests rock', 'relaxed class attitude fool yes lectures fun entertaining tests rock', 'lectures fun entertaining tests rock']",3,3,4,4,3
277557,"If I were you, I would take a critical thinking class before taking this class.  Half of the time I wasn't sure what he was asking for.  When the class average is 40%(ish) or lower, then it is the there is something the teacher is not doing right. This class is insane.  Plan on studying for at least 20 hours a week for this class alone. Good luck!",1,negative,"['asking class average 40 ish lower teacher doing right class', 'asking class average 40 ish lower teacher doing right', 'critical thinking class taking class half time wasn sure asking']",1,1,1,1,1
277557,I cannot believe how much people complain and moan about this class!!.  Yes it is very hard and challenging but you are given everything you need to succeed.  Absolutely fantastic teacher!!!!,5,positive,"['class yes hard challenging given need succeed absolutely fantastic teacher', 'yes hard challenging given need succeed absolutely fantastic teacher', 'class yes hard challenging']",5,5,4,5,5
277557,No one should ever complain about his anatomy class. Sure its hard but he gives you the tools to succeed its just a matter if you use them. If you plan on being in the medical field this class is a great eye opener to see what it is like. I highly reccommend his class. He is an amazing teacher and you will learn a ton.,5,positive,"['complain anatomy class sure hard', 'complain anatomy class', 'complain anatomy class sure']",5,5,4,5,5
277557,"It's funny reading all the ratings. He's very hard, there's no way around that. But it all depends on your work ethic and attitude. If you are committed to working hard and have a good attitude about him and anatomy, you'll do fine. It's graded on a curve which helps a lot.",4,positive,"['working hard good attitude anatomy ll fine graded', 'working hard good attitude anatomy ll fine', 'working hard good attitude anatomy ll fine graded curve']",4,5,4,5,5
277557,"Amazing teacher! He is very smart and his tests are challenging. There is a curve at the end, but you still need to work hard. It can be an imtimidating class when you first start because its a lot of information to cover in a lower division class, but if your going into the medical field or grad school its worth it. Good Luck!",5,positive,"['amazing teacher smart tests challenging curve end need work hard', 'amazing teacher smart tests challenging curve', 'teacher smart tests challenging curve end need work hard']",5,5,5,5,5
277557,"It makes me laugh to see everybody complaining about Dr. Shively. He is one of the best instructors I have ever had, and is very fair. He even curved my whole class up 25 points at the end of the semester.  If you can't get a good grade with a 25% boost, you shouldn't be a science major.",5,positive,"['complaining dr shively best instructors fair curved class 25 points', 'everybody complaining dr shively best instructors fair curved class 25', 'everybody complaining dr shively best instructors fair curved class']",5,5,5,5,5
277557,I would have done better if Lab and Lecture for this class worked together and taught the same thing at the same time.,3,neutral,"['better lab lecture class worked taught', 'better lab lecture class worked taught thing', 'better lab lecture class worked taught thing time']",3,3,3,3,3
